country,city,aqi,aqi_category,co_aqi,co_aqi_category,ozone_aqi,ozone_aqi_category,no2_aqi,no2_aqi_category,pm25_aqi,pm2.5_aqi_category
Italy,Vimercate,33,good,1,good,33,good,3,good,32,good
New Zealand,Wanganui,25,good,0,good,25,good,0,good,17,good
Belgium,Waregem,38,good,1,good,24,good,3,good,38,good
United States of America,Waupun,50,good,1,good,16,good,10,good,50,good
India,Deori,172,unhealthy,2,good,57,moderate,0,good,172,unhealthy
India,Dindori,181,unhealthy,1,good,45,good,0,good,181,unhealthy
United States of America,Knoxville,56,moderate,1,good,56,moderate,1,good,19,good
Belgium,Kortrijk,44,good,1,good,38,good,1,good,44,good
France,Lamballe,51,moderate,1,good,34,good,2,good,51,moderate
Uruguay,Las Piedras,25,good,0,good,25,good,1,good,23,good
Italy,Latina,77,moderate,1,good,77,moderate,0,good,30,good
Italy,Lerici,70,moderate,1,good,70,moderate,0,good,38,good
Italy,Lurate Caccivio,97,moderate,1,good,56,moderate,0,good,97,moderate
Russian Federation,Lyangasovo,31,good,1,good,31,good,1,good,22,good
Philippines,Mabalacat,153,unhealthy,2,good,25,good,7,good,153,unhealthy
Turkey,Ergani,39,good,1,good,39,good,0,good,33,good
Ecuador,Esmeraldas,17,good,0,good,17,good,0,good,12,good
Germany,Essenbach,53,moderate,1,good,46,good,2,good,53,moderate
Afghanistan,Farah,103,unhealthy for sensitive groups,1,good,42,good,0,good,103,unhealthy for sensitive groups
Romania,Filipestii De Padure,40,good,1,good,40,good,0,good,16,good
China,Dongdu,152,unhealthy,3,good,152,unhealthy,3,good,110,unhealthy for sensitive groups
France,Ecully,110,unhealthy for sensitive groups,2,good,26,good,4,good,110,unhealthy for sensitive groups
Kenya,Embu,63,moderate,2,good,23,good,1,good,63,moderate
Philippines,Goa,48,good,0,good,25,good,0,good,48,good
India,Golaghat,63,moderate,2,good,32,good,0,good,63,moderate
Germany,Gottingen,55,moderate,1,good,37,good,5,good,55,moderate
Brazil,Guara,45,good,1,good,4,good,2,good,45,good
India,Gumia,156,unhealthy,3,good,91,moderate,2,good,156,unhealthy
India,Gummidipundi,86,moderate,2,good,40,good,2,good,86,moderate
United Kingdom of Great Britain and Northern Ireland,Hawick,28,good,1,good,28,good,1,good,14,good
Germany,Hofheim,72,moderate,2,good,35,good,5,good,72,moderate
China,Huangzhou,101,unhealthy for sensitive groups,4,good,101,unhealthy for sensitive groups,5,good,99,moderate
United States of America,Fishers,67,moderate,2,good,22,good,17,good,67,moderate
Colombia,Florencia,43,good,1,good,3,good,2,good,43,good
United States of America,Fort Pierce,82,moderate,1,good,23,good,7,good,82,moderate
China,Foshan,149,unhealthy for sensitive groups,4,good,20,good,18,good,149,unhealthy for sensitive groups
Japan,Fujisawa,52,moderate,1,good,40,good,2,good,52,moderate
France,Gaillard,63,moderate,1,good,30,good,2,good,63,moderate
Russian Federation,Galich,41,good,1,good,25,good,1,good,41,good
Nepal,Gaur,79,moderate,2,good,49,good,1,good,79,moderate
Nigeria,Gboko,60,moderate,2,good,24,good,0,good,60,moderate
Belgium,Ath,64,moderate,1,good,31,good,5,good,64,moderate
India,Attingal,65,moderate,1,good,28,good,0,good,65,moderate
Morocco,Azimur,27,good,1,good,21,good,9,good,27,good
Philippines,Baao,48,good,0,good,25,good,0,good,48,good
Sudan,Babanusah,55,moderate,2,good,15,good,0,good,55,moderate
Philippines,Bacoor,52,moderate,1,good,27,good,1,good,52,moderate
Brazil,Anapolis,71,moderate,2,good,4,good,5,good,71,moderate
Italy,Arcore,67,moderate,1,good,36,good,4,good,67,moderate
Brazil,Acajutiba,29,good,1,good,6,good,2,good,29,good
Italy,Adelfia,45,good,1,good,45,good,1,good,20,good
Azerbaijan,Agdas,60,moderate,1,good,43,good,0,good,60,moderate
Portugal,Aguas Santas,29,good,1,good,29,good,3,good,20,good
Pakistan,Sillanwali,177,unhealthy,3,good,177,unhealthy,1,good,167,unhealthy
Armenia,Sisian,45,good,1,good,37,good,0,good,45,good
India,Siyana,160,unhealthy,3,good,127,unhealthy for sensitive groups,1,good,160,unhealthy
Russian Federation,Satka,34,good,1,good,34,good,0,good,27,good
India,Satrikh,157,unhealthy,3,good,120,unhealthy for sensitive groups,1,good,157,unhealthy
Italy,Savigliano,61,moderate,1,good,37,good,1,good,61,moderate
Portugal,Setubal,33,good,0,good,33,good,3,good,27,good
Russian Federation,Sharya,51,moderate,1,good,30,good,0,good,51,moderate
India,Shahpur,155,unhealthy,3,good,118,unhealthy for sensitive groups,1,good,155,unhealthy
Germany,Karlsfeld,50,good,1,good,42,good,2,good,50,good
Japan,Kawagoe,31,good,1,good,31,good,4,good,21,good
India,Kemri,170,unhealthy,4,good,170,unhealthy,1,good,161,unhealthy
India,Khurda,124,unhealthy for sensitive groups,2,good,51,moderate,2,good,124,unhealthy for sensitive groups
India,Kichha,156,unhealthy,3,good,156,unhealthy,0,good,155,unhealthy
Nigeria,Kishi,59,moderate,2,good,21,good,0,good,59,moderate
China,Kuche,157,unhealthy,1,good,46,good,0,good,157,unhealthy
Turkey,Kutahya,63,moderate,1,good,33,good,0,good,63,moderate
Spain,Laguna De Duero,31,good,1,good,31,good,1,good,13,good
Germany,Dossenheim,70,moderate,1,good,38,good,2,good,70,moderate
South Africa,Deneysville,176,unhealthy,8,good,10,good,13,good,176,unhealthy
India,Dharur,102,unhealthy for sensitive groups,1,good,37,good,1,good,102,unhealthy for sensitive groups
India,Dindigul,39,good,1,good,29,good,0,good,39,good
China,Dingtao,200,unhealthy,4,good,200,unhealthy,3,good,159,unhealthy
Russian Federation,Nevelsk,28,good,1,good,28,good,0,good,16,good
United States of America,New Hope,53,moderate,1,good,31,good,6,good,53,moderate
Indonesia,Ngawen,60,moderate,1,good,33,good,0,good,60,moderate
India,Nichlaul,85,moderate,2,good,61,moderate,0,good,85,moderate
India,Nirmal,135,unhealthy for sensitive groups,1,good,39,good,0,good,135,unhealthy for sensitive groups
Congo,Nkayi,155,unhealthy,7,good,23,good,1,good,155,unhealthy
United States of America,Middle River,36,good,1,good,33,good,7,good,36,good
Poland,Miedzychod,51,moderate,1,good,35,good,1,good,51,moderate
Philippines,Minalin,67,moderate,1,good,25,good,2,good,67,moderate
Botswana,Moshupa,35,good,1,good,23,good,0,good,35,good
Romania,Motru,49,good,1,good,37,good,1,good,49,good
Hungary,Nagykata,59,moderate,1,good,42,good,1,good,59,moderate
Brazil,Nova Lima,130,unhealthy for sensitive groups,3,good,1,good,8,good,130,unhealthy for sensitive groups
Nigeria,Ogbomosho,71,moderate,2,good,22,good,1,good,71,moderate
Italy,Nicosia,52,moderate,1,good,48,good,0,good,52,moderate
Cameroon,Nkongsamba,54,moderate,1,good,20,good,0,good,54,moderate
France,Nogent Sur Marne,71,moderate,1,good,45,good,1,good,71,moderate
Czechia,Nymburk,61,moderate,1,good,45,good,0,good,61,moderate
Russian Federation,Oboyan,40,good,1,good,40,good,0,good,17,good
United States of America,Fenton,47,good,1,good,30,good,1,good,47,good
United States of America,Ferguson,76,moderate,1,good,70,moderate,2,good,76,moderate
Romania,Filiasi,63,moderate,1,good,63,moderate,0,good,45,good
Russian Federation,Gatchina,25,good,1,good,25,good,5,good,19,good
Germany,Geseke,52,moderate,1,good,44,good,0,good,52,moderate
Benin,Tchaourou,63,moderate,1,good,34,good,0,good,63,moderate
India,Thrissur,89,moderate,1,good,21,good,4,good,89,moderate
India,Tindwari,174,unhealthy,4,good,96,moderate,5,good,174,unhealthy
Poland,Torun,42,good,1,good,42,good,0,good,22,good
France,Tournon Sur Rhone,57,moderate,1,good,49,good,0,good,57,moderate
Japan,Toyo,50,good,1,good,33,good,5,good,50,good
Brazil,Unai,22,good,0,good,22,good,0,good,13,good
South Africa,Upington,39,good,0,good,29,good,0,good,39,good
Czechia,Veseli Nad Moravou,69,moderate,1,good,49,good,0,good,69,moderate
Cuba,Pinar Del Rio,38,good,0,good,38,good,0,good,17,good
Poland,Pszow,68,moderate,1,good,45,good,0,good,68,moderate
Mexico,Puebla,170,unhealthy,1,good,34,good,2,good,170,unhealthy
Indonesia,Pundong,160,unhealthy,5,good,16,good,15,good,160,unhealthy
Ukraine,Malyn,39,good,1,good,39,good,0,good,14,good
Italy,Mantova,82,moderate,1,good,64,moderate,0,good,82,moderate
United States of America,Maple Heights,54,moderate,1,good,38,good,2,good,54,moderate
Italy,Susegana,81,moderate,1,good,53,moderate,0,good,81,moderate
Brazil,Tabira,21,good,0,good,21,good,0,good,14,good
Philippines,Taloc,67,moderate,2,good,32,good,2,good,67,moderate
Brazil,Sorocaba,73,moderate,1,good,31,good,1,good,73,moderate
United States of America,Southlake,71,moderate,2,good,38,good,4,good,71,moderate
Switzerland,Stafa,56,moderate,1,good,48,good,0,good,56,moderate
Guatemala,Suchiate,77,moderate,1,good,35,good,1,good,77,moderate
China,Zhifang,179,unhealthy,10,good,6,good,40,good,179,unhealthy
Poland,Zory,68,moderate,1,good,46,good,1,good,68,moderate
Germany,Zweibrucken,63,moderate,1,good,56,moderate,0,good,63,moderate
China,Mudu,166,unhealthy,6,good,87,moderate,17,good,166,unhealthy
Greece,Nea Ionia,46,good,1,good,46,good,0,good,44,good
Mexico,Nextlalpan,173,unhealthy,4,good,8,good,15,good,173,unhealthy
Suriname,Nieuw Nickerie,65,moderate,1,good,20,good,0,good,65,moderate
Iran (Islamic Republic of),Lahijan,144,unhealthy for sensitive groups,1,good,44,good,1,good,144,unhealthy for sensitive groups
France,Lanester,46,good,1,good,23,good,3,good,46,good
United States of America,Mill Valley,38,good,1,good,38,good,4,good,35,good
Iran (Islamic Republic of),Minudasht,92,moderate,1,good,43,good,0,good,92,moderate
Zambia,Mkushi,20,good,0,good,20,good,0,good,16,good
Bulgaria,Montana,38,good,1,good,37,good,0,good,38,good
China,Lishu,93,moderate,3,good,93,moderate,1,good,65,moderate
United States of America,Logansport,36,good,1,good,27,good,6,good,36,good
Azerbaijan,Lokbatan,51,moderate,1,good,40,good,0,good,51,moderate
Colombia,Los Palmitos,66,moderate,2,good,6,good,7,good,66,moderate
Venezuela (Bolivarian Republic of),Los Rastrojos,52,moderate,1,good,13,good,3,good,52,moderate
Japan,Machida,35,good,1,good,35,good,3,good,19,good
Philippines,Majayjay,51,moderate,0,good,24,good,1,good,51,moderate
Brazil,Mascote,17,good,0,good,13,good,0,good,17,good
Brazil,Massape,50,good,1,good,13,good,2,good,50,good
United Kingdom of Great Britain and Northern Ireland,Matlock,48,good,1,good,16,good,8,good,48,good
Myanmar,Maubin,52,moderate,0,good,21,good,0,good,52,moderate
Russian Federation,Mendeleyevsk,46,good,1,good,28,good,1,good,46,good
Brazil,Novo Horizonte,43,good,1,good,12,good,1,good,43,good
Italy,Nuoro,39,good,1,good,31,good,3,good,39,good
Nigeria,Ogaminana,79,moderate,2,good,27,good,1,good,79,moderate
Brazil,Conceicao Da Barra,28,good,0,good,28,good,0,good,27,good
Hungary,Csongrad,55,moderate,1,good,51,moderate,0,good,55,moderate
Mexico,Cuitlahuac,116,unhealthy for sensitive groups,4,good,24,good,5,good,116,unhealthy for sensitive groups
India,Ganjam,116,unhealthy for sensitive groups,2,good,47,good,1,good,116,unhealthy for sensitive groups
Mexico,Garcia,84,moderate,2,good,8,good,8,good,84,moderate
Belgium,Genk,47,good,1,good,30,good,3,good,47,good
Afghanistan,Geresk,106,unhealthy for sensitive groups,1,good,39,good,0,good,106,unhealthy for sensitive groups
Japan,Iwakuni,48,good,2,good,43,good,5,good,48,good
Japan,Godo,59,moderate,1,good,59,moderate,1,good,43,good
Brazil,Goianesia,34,good,1,good,10,good,1,good,34,good
Switzerland,Gossau,44,good,1,good,26,good,5,good,44,good
Central African Republic,Grimari,28,good,2,good,10,good,0,good,28,good
Italy,Gualdo Tadino,58,moderate,1,good,39,good,3,good,58,moderate
India,Haldia,153,unhealthy,3,good,73,moderate,2,good,153,unhealthy
Germany,Heidenau,77,moderate,1,good,35,good,2,good,77,moderate
Kenya,Kakamega,134,unhealthy for sensitive groups,11,good,24,good,6,good,134,unhealthy for sensitive groups
China,Huangpi,179,unhealthy,4,good,179,unhealthy,7,good,155,unhealthy
China,Hushitai,127,unhealthy for sensitive groups,4,good,90,moderate,6,good,127,unhealthy for sensitive groups
Poland,Jaslo,82,moderate,1,good,32,good,2,good,82,moderate
Poland,Deblin,44,good,1,good,44,good,0,good,35,good
Ukraine,Derazhnya,54,moderate,1,good,43,good,0,good,54,moderate
Pakistan,Dipalpur,167,unhealthy,4,good,95,moderate,6,good,167,unhealthy
Uruguay,Durazno,22,good,0,good,22,good,0,good,18,good
United States of America,East Grand Rapids,50,good,1,good,29,good,1,good,50,good
United Kingdom of Great Britain and Northern Ireland,Edinburgh,35,good,1,good,35,good,0,good,32,good
India,Ellenabad,171,unhealthy,3,good,120,unhealthy for sensitive groups,4,good,171,unhealthy
United States of America,Wilmington,42,good,1,good,39,good,1,good,42,good
United States of America,Wilton Manors,31,good,1,good,31,good,2,good,29,good
Indonesia,Wonopringgo,163,unhealthy,6,good,21,good,14,good,163,unhealthy
China,Xuanwu,164,unhealthy,8,good,49,good,23,good,164,unhealthy
Italy,Vignola,57,moderate,1,good,57,moderate,0,good,56,moderate
South Africa,Viljoenskroon,133,unhealthy for sensitive groups,3,good,19,good,7,good,133,unhealthy for sensitive groups
Italy,Villaricca,71,moderate,1,good,71,moderate,0,good,56,moderate
Germany,Vreden,40,good,1,good,37,good,1,good,40,good
Switzerland,Wallisellen,58,moderate,1,good,55,moderate,0,good,58,moderate
India,Wani,162,unhealthy,2,good,27,good,12,good,162,unhealthy
Pakistan,Wazirabad,171,unhealthy,5,good,34,good,14,good,171,unhealthy
Russian Federation,Kirovo Chepetsk,57,moderate,1,good,31,good,0,good,57,moderate
Germany,Konigs Wusterhausen,58,moderate,1,good,29,good,3,good,58,moderate
Japan,Koshigaya,57,moderate,1,good,45,good,3,good,57,moderate
Sri Lanka,Kotikawatta,71,moderate,1,good,23,good,1,good,71,moderate
Belgium,La Louviere,73,moderate,1,good,28,good,6,good,73,moderate
Mexico,La Poza,106,unhealthy for sensitive groups,4,good,9,good,6,good,106,unhealthy for sensitive groups
Albania,Lac,72,moderate,1,good,41,good,1,good,72,moderate
United States of America,Lynnwood,91,moderate,2,good,23,good,11,good,91,moderate
Hungary,Maglod,63,moderate,1,good,42,good,1,good,63,moderate
Indonesia,Majenang,62,moderate,1,good,41,good,1,good,62,moderate
Romania,Maneciu,48,good,1,good,40,good,0,good,48,good
Chad,Mao,151,unhealthy,1,good,37,good,1,good,151,unhealthy
Romania,Marasesti,44,good,1,good,41,good,0,good,44,good
Italy,Mascalucia,56,moderate,1,good,44,good,1,good,56,moderate
China,Mata,71,moderate,2,good,67,moderate,2,good,71,moderate
Mexico,Matamoros,74,moderate,1,good,29,good,1,good,74,moderate
Nicaragua,Mateare,33,good,1,good,17,good,2,good,33,good
Philippines,Mati,23,good,0,good,15,good,0,good,23,good
Japan,Matsudo,56,moderate,1,good,44,good,3,good,56,moderate
United States of America,Mayaguez,76,moderate,0,good,22,good,0,good,76,moderate
United States of America,Menomonie,50,good,1,good,30,good,3,good,50,good
Peru,Soritor,40,good,1,good,1,good,0,good,40,good
Venezuela (Bolivarian Republic of),Acarigua,45,good,1,good,19,good,0,good,45,good
El Salvador,Ahuachapan,62,moderate,1,good,24,good,1,good,62,moderate
India,Aligarh,173,unhealthy,5,good,39,good,19,good,173,unhealthy
India,Amanpur,168,unhealthy,4,good,28,good,34,good,168,unhealthy
Brazil,Aracoiaba Da Serra,78,moderate,2,good,25,good,2,good,78,moderate
Brazil,Araripina,20,good,0,good,20,good,0,good,15,good
Canada,Baie Comeau,30,good,1,good,25,good,1,good,30,good
United Kingdom of Great Britain and Northern Ireland,Basingstoke,28,good,1,good,28,good,6,good,27,good
Netherlands,Bemmel,43,good,1,good,22,good,6,good,43,good
France,Bollene,56,moderate,1,good,27,good,3,good,56,moderate
Netherlands,Borsele,53,moderate,1,good,38,good,3,good,53,moderate
India,Chhapar,437,hazardous,1,good,40,good,0,good,325,hazardous
India,Chikodi,72,moderate,1,good,30,good,1,good,72,moderate
Peru,Chongoyape,49,good,1,good,5,good,2,good,49,good
Spain,Ciempozuelos,59,moderate,1,good,23,good,4,good,59,moderate
Indonesia,Cikampek,116,unhealthy for sensitive groups,3,good,116,unhealthy for sensitive groups,1,good,93,moderate
Italy,Cisternino,48,good,1,good,48,good,1,good,29,good
Romania,Calinesti,50,good,1,good,42,good,0,good,50,good
Italy,Campi Salentina,47,good,1,good,47,good,0,good,46,good
Angola,Caxito,285,very unhealthy,23,good,31,good,14,good,285,very unhealthy
Russian Federation,Megion,45,good,1,good,27,good,0,good,45,good
Brazil,Messias,24,good,0,good,24,good,0,good,15,good
United Kingdom of Great Britain and Northern Ireland,Middlesbrough,45,good,1,good,38,good,0,good,45,good
United States of America,Midlothian,66,moderate,2,good,29,good,6,good,66,moderate
South Africa,Mogwase,129,unhealthy for sensitive groups,3,good,41,good,2,good,129,unhealthy for sensitive groups
Chad,Moussoro,147,unhealthy for sensitive groups,1,good,44,good,0,good,147,unhealthy for sensitive groups
India,Nanjangud,76,moderate,2,good,15,good,5,good,76,moderate
Brazil,Paulista,33,good,0,good,21,good,1,good,33,good
Germany,Penzberg,53,moderate,1,good,36,good,4,good,53,moderate
Russian Federation,Salavat,38,good,1,good,34,good,0,good,38,good
Brazil,Orlandia,42,good,1,good,11,good,1,good,42,good
Burkina Faso,Ouagadougou,67,moderate,1,good,15,good,1,good,67,moderate
Germany,Reiskirchen,66,moderate,1,good,36,good,3,good,66,moderate
Colombia,Repelon,88,moderate,2,good,16,good,7,good,88,moderate
United States of America,Ridge,65,moderate,2,good,25,good,18,good,65,moderate
Russian Federation,Valuyki,42,good,1,good,35,good,0,good,42,good
Greece,Vari,109,unhealthy for sensitive groups,2,good,36,good,14,good,109,unhealthy for sensitive groups
France,Vaureal,76,moderate,2,good,19,good,6,good,76,moderate
Japan,Yamaga,30,good,1,good,30,good,1,good,19,good
United States of America,Yukon,41,good,1,good,41,good,2,good,36,good
France,Yvetot,65,moderate,1,good,32,good,2,good,65,moderate
Greece,Zakinthos,82,moderate,1,good,43,good,0,good,82,moderate
Germany,Troisdorf,59,moderate,1,good,36,good,3,good,59,moderate
Serbia,Trstenik,69,moderate,1,good,44,good,0,good,69,moderate
Poland,Trzebiatow,44,good,1,good,31,good,1,good,44,good
China,Tsaotun,202,very unhealthy,3,good,202,very unhealthy,11,good,154,unhealthy
Spain,Ubeda,42,good,1,good,18,good,3,good,42,good
India,Udayagiri,158,unhealthy,2,good,63,moderate,0,good,158,unhealthy
Finland,Ulvila,31,good,1,good,31,good,1,good,16,good
Brazil,Teofilo Otoni,27,good,1,good,7,good,1,good,27,good
India,Tinnanur,67,moderate,1,good,39,good,1,good,67,moderate
India,Tiruttani,35,good,1,good,30,good,1,good,35,good
Senegal,Tivaouane,183,unhealthy,2,good,18,good,3,good,183,unhealthy
Ukraine,Torez,37,good,1,good,37,good,1,good,16,good
Brazil,Tramandai,20,good,0,good,19,good,1,good,20,good
India,Jhalawar,165,unhealthy,1,good,41,good,0,good,165,unhealthy
China,Jingcheng,206,very unhealthy,6,good,206,very unhealthy,8,good,157,unhealthy
Brazil,Joao Camara,29,good,0,good,19,good,1,good,29,good
India,Kalas,99,moderate,0,good,25,good,0,good,99,moderate
United States of America,Depew,38,good,1,good,38,good,2,good,34,good
Ireland,Ennis,58,moderate,1,good,39,good,0,good,58,moderate
Denmark,Farum,39,good,0,good,39,good,0,good,19,good
India,Fatehgarh,371,hazardous,1,good,48,good,1,good,307,hazardous
Italy,Feltre,27,good,1,good,27,good,2,good,14,good
United States of America,Florence,43,good,1,good,31,good,10,good,43,good
Russian Federation,Dzerzhinskiy,62,moderate,1,good,25,good,11,good,62,moderate
Germany,Eltville,35,good,1,good,35,good,2,good,30,good
Indonesia,Galesong,46,good,1,good,26,good,0,good,46,good
South Africa,George,97,moderate,1,good,21,good,0,good,97,moderate
Brazil,Belo Jardim,26,good,0,good,15,good,1,good,26,good
Democratic Republic of the Congo,Beni,87,moderate,3,good,14,good,0,good,87,moderate
United States of America,Benton,74,moderate,1,good,24,good,4,good,74,moderate
United States of America,Bethany,67,moderate,1,good,29,good,2,good,67,moderate
Netherlands,Borne,35,good,0,good,33,good,1,good,35,good
Philippines,Cabanatuan,105,unhealthy for sensitive groups,1,good,30,good,1,good,105,unhealthy for sensitive groups
Brazil,Campinas,80,moderate,2,good,9,good,7,good,80,moderate
Romania,Agnita,63,moderate,1,good,40,good,1,good,63,moderate
